TrialNumber,Ppn,DoorClicked,Won,TotalAmount,PAscore,NAscore,Time_msec
70,1,1,-3.13,2.55,0.0797916666666668,0.618020833333333,582239
71,1,2,-0.5,2.05,0.0954166666666667,0.243020833333333,587037
72,1,3,-3.62,-1.57,0.0850000000000001,0.8784375,591430
73,1,3,-1.23,-2.8,0.0954166666666667,0.763854166666667,597055
74,1,0,3.61,0.810000000000002,0.0433333333333334,0.0451041666666665,601417
75,1,3,-3.93,-3.12,0.05375,0.680520833333333,605825
76,1,2,1.25,-1.87,0.0797916666666668,0.180520833333333,610053
77,1,1,-1.08,-2.95,0.105833333333333,0.3315625,614406
78,1,3,3.77,0.820000000000002,0.189166666666667,0.180520833333333,619445
79,1,0,0.5,1.32,0.0850000000000001,0.0971874999999999,623768
80,1,1,1.17,2.49,0.131875,0.107604166666667,628844
81,1,2,-0.76,1.73,0.0485416666666667,0.0867708333333333,639422
82,1,3,1.15,2.88,0.183958333333333,0.118020833333333,643789
83,1,2,-0.79,2.09,0.069375,0.201354166666667,648298
84,1,0,3.28,5.37,0.3975,0.1909375,652435
85,1,2,1.33,6.7,0.111041666666667,0.107604166666667,657134
86,1,0,-0.55,6.15,0.0902083333333334,0.3784375,661736
87,1,3,-3.91,2.24,0.17875,0.8003125,666106
88,1,1,0.72,2.96,0.05375,0.0971874999999999,670748
89,1,2,3.58,6.54,0.486041666666667,0.0763541666666667,675181
90,1,0,3.11,9.65,0.788125,0.123229166666667,680555
91,1,3,-3.04,6.61,0.0954166666666667,0.201354166666667,685218
92,1,2,1.38,7.99,0.194375,0.0867708333333333,689921
93,1,1,-1.24,6.75,0.0902083333333334,0.8940625,694406
94,1,3,3.93,10.68,0.585,0.123229166666667,698990
95,1,1,1.23,11.91,0.246458333333333,0.1128125,704062
96,1,3,3.11,15.02,0.454791666666667,0.123229166666667,711948
97,1,1,0.89,15.91,0.21,0.107604166666667,716474
98,1,0,-0.67,15.24,0.0902083333333334,0.227395833333333,721306
99,1,2,-3.88,11.36,0.105833333333333,0.5190625,727005
100,1,3,-0.62,10.74,0.069375,0.123229166666667,731554
101,1,1,0.55,11.29,0.069375,0.0815624999999998,737022
102,1,2,0.83,12.12,0.100625,0.107604166666667,741311
103,1,1,3.9,16.02,0.3975,0.0242708333333333,745865
104,1,0,-3.97,12.05,0.00687500000000008,0.3003125,751538
105,1,2,-1.31,10.74,0,0.196145833333333,756715
106,1,1,3.36,14.1,0.595416666666667,0,764644
107,1,1,-0.94,13.16,0,0.107604166666667,769208
108,1,0,-1.04,12.12,0,0.123229166666667,773469
109,1,2,-1.02,11.1,0,0.0971874999999999,778075
110,1,3,-0.58,10.52,0.00166666666666676,0.0346874999999999,782531
111,1,1,0.55,11.07,0.0641666666666667,0.00343750000000004,786616
112,1,2,-0.77,10.3,0.0120833333333334,0.102395833333333,791497
113,1,0,-0.71,9.59,0.00687500000000008,0.0867708333333333,795772
114,1,1,-3.92,5.67,0.00166666666666676,0.321145833333333,800123
115,1,3,-3.38,2.29,0.00166666666666676,0.6753125,804457
116,1,2,-1.47,0.82,0,0.399270833333333,808883
117,1,1,3.44,4.26,0.298541666666667,0.0138541666666667,813242
118,1,0,-2.67,1.59,0,0.560729166666667,818478
119,1,3,-3.59,-2,0,0.789895833333333,823332
120,1,1,-1.41,-3.41,0.00166666666666676,0.8003125,827581
121,1,2,-3.18,-6.59,0,0.795104166666667,831714
122,1,0,-1.42,-8.01,0.00687500000000008,0.711770833333333,837036
123,1,1,3.04,-4.97,0,0.529479166666667,842812
124,1,3,-3.2,-8.17,0.0225,0.868020833333333,847136
125,1,2,-0.91,-9.08,0,0.8940625,851701
126,1,2,-0.71,-9.79,0.00166666666666676,0.914895833333333,855824
127,1,3,-1.17,-10.96,0.00687500000000008,0.9096875,860986
128,1,0,0.54,-10.42,0.0902083333333334,0.8471875,867813
129,1,1,1.3,-9.12,0.105833333333333,0.716979166666667,872343
130,1,3,-0.77,-9.89,0,0.7378125,876955
131,1,2,-1.39,-11.28,0,0.9253125,881334
132,1,1,-0.65,-11.93,0.00166666666666676,0.935729166666667,886349
133,1,2,3.64,-8.29,0.0902083333333334,0.711770833333333,892042
134,1,1,0.52,-7.77,0.0902083333333334,0.607604166666667,896447
135,1,0,0.98,-6.79,0.194375,0.4096875,900877
136,1,3,-3.19,-9.98,0.100625,0.821145833333333,905837
137,1,0,-1.5,-11.48,0.00166666666666676,0.904479166666667,910417
138,1,2,3.32,-8.16,0.199583333333333,0.607604166666667,914844
139,1,3,-3.77,-11.93,0,0.9096875,919130
140,1,1,3.29,-8.64,0.194375,0.5034375,926918
141,1,3,3.16,-5.48,0.183958333333333,0.3159375,931326
142,1,1,3.46,-2.02,0.293333333333333,0.211770833333333,935738
143,1,3,2.01,-0.00999999999999712,0.183958333333333,0.1128125,943085
144,1,0,3.19,3.18,0.387083333333333,0.102395833333333,947246
145,1,3,-3.27,-0.0899999999999972,0.05375,0.2065625,952695
146,1,1,1.43,1.34,0.0954166666666667,0.0971874999999999,957148
147,1,3,0.52,1.86,0.0902083333333334,0.0346874999999999,961597
148,1,0,3.47,5.33,0.293333333333333,0.0190624999999998,966319
149,1,1,3.39,8.72,0.49125,0,970789
150,1,1,0.62,9.34,0.17875,0,975323
151,1,0,-2.81,6.53,0.00166666666666676,0.0971874999999999,979516
152,1,3,1.47,8,0.42875,0.0242708333333333,985903
1,2,3,-0.71,2.29,0.36234375,0.676614583333333,189718.789999955
2,2,2,3.06,5.35,0.87015625,0.13625,194903.339999961
3,2,2,3.42,8.77,0.876666666666667,0.110208333333334,201228.444999957
4,2,3,0.92,9.69,0.980833333333333,0.025572916666667,207634.429999976
5,2,0,-2.5,7.19,0.199583333333333,0.813333333333333,213407.109999971
6,2,1,-3.94,3.25,0.069375,0.9175,219614.594999992
7,2,3,0.78,4.03,0.661822916666667,0.2925,225396.619999956
8,2,2,3.81,7.84,0.974322916666667,0.0320833333333336,230789.569999964
9,2,0,-3.37,4.47,0.1475,0.8784375,240744.97499998
10,2,1,-3.81,0.66,0.04984375,0.943541666666667,246608.25499997
11,2,3,3.32,3.98,0.954791666666667,0.0451041666666671,251432.329999981
12,2,2,3.65,7.63,0.941770833333333,0.0451041666666671,257056.039999996
13,2,0,-3.1,4.53,0.1475,0.85890625,265265.019999992
14,2,0,-3.37,1.16,0.0628645833333334,0.963072916666667,271109.669999976
15,2,0,1.13,2.29,0.648802083333333,0.305520833333334,275938.724999956
16,2,0,-3.82,-1.53,0.0172916666666667,1,282899.204999965
17,2,2,-3.19,-4.72,0.0563541666666667,0.950052083333333,288458.144999982
18,2,1,-0.77,-5.49,0.0433333333333334,0.943541666666667,293145.704999974
19,2,1,3.82,-1.67,0.4990625,0.422708333333333,298159.164999961
20,2,2,-1.23,-2.9,0.199583333333333,0.793802083333333,302655.599999998
21,2,1,-3.45,-6.35,0.0172916666666667,0.982604166666667,307439.809999953
22,2,0,3.9,-2.45,0.661822916666667,0.364114583333333,312311.119999969
23,2,2,-0.84,-3.29,0.277708333333333,0.748229166666667,316766.739999992
24,2,3,-0.62,-3.91,0.16703125,0.839375,321313.020000001
25,2,3,0.74,-3.17,0.564166666666667,0.539895833333333,327074.939999962
26,2,3,3.77,0.599999999999999,0.739947916666667,0.240416666666667,332083.844999957
27,2,0,3.47,4.07,0.5,0.5,336527.275
28,2,1,-3.24,0.829999999999999,0.0433333333333334,0.943541666666667,342569.954999955
29,2,0,3.21,4.04,0.850625,0.142760416666667,347682.154999988
30,2,2,1.07,5.11,0.720416666666667,0.240416666666667,352592.420000001
31,2,2,-0.84,4.27,0.46,0.631041666666667,356903.529999952
32,2,2,1.47,5.74,0.661822916666667,0.364114583333333,361790.255
33,2,3,4.26,10,0.94828125,0.0451041666666671,366863.855000003
34,2,2,-3.35,6.65,0.16703125,0.839375,372427.150000003
35,2,0,-0.43,6.22,0.277708333333333,0.735208333333333,376579.814999946
36,2,1,1.25,7.47,0.779010416666667,0.240416666666667,381056.534999982
37,2,3,1.51,8.98,0.668333333333333,0.325052083333334,385440.884999989
38,2,2,3.76,12.74,0.9678125,0.0516145833333337,390348.12499996
39,2,2,0.55,13.29,0.75296875,0.259947916666667,394767.044999986
40,2,2,3.35,16.64,0.94828125,0.0060416666666669,400930.324999965
41,2,2,-1.05,15.59,0.525104166666667,0.474791666666667,405258.399999992
42,2,1,0.92,16.51,0.6553125,0.3315625,410231.094999996
43,2,1,-3.09,13.42,0.173541666666667,0.910989583333333,414985.739999975
44,2,1,-3.97,9.45,0.0433333333333334,0.930520833333333,420147.404999996
45,2,1,1.05,10.5,0.629270833333333,0.44875,424856.954999967
46,2,1,3.02,13.52,0.92875,0.0451041666666671,429252.909999981
47,2,2,-3.83,9.69,0.193072916666667,0.839375,433801.944999956
48,2,2,-1.19,8.5,0.24515625,0.74171875,438165.125
49,2,0,1.47,9.97,0.6553125,0.31203125,443018.125000002
50,2,0,0.94,10.91,0.61625,0.39015625,447642.044999986
51,2,3,-3.89,7.02,0.0433333333333334,0.943541666666667,451991.034999955
52,2,3,3.53,10.55,0.954791666666667,0.0451041666666671,456349.659999949
53,2,3,3.62,14.17,0.961302083333333,0.0581250000000003,460485.524999967
54,2,1,3.78,17.95,0.954791666666667,0.0581250000000003,466085.594999953
55,2,1,-3.4,14.55,0.199583333333333,0.839375,470702.564999985
56,2,2,-3.69,10.86,0.069375,0.969583333333333,475027.194999973
57,2,2,-0.82,10.04,0.232135416666667,0.839375,479473.669999978
58,2,2,0.69,10.73,0.505572916666667,0.513854166666667,483867.524999951
59,2,2,3.17,13.9,0.92875,0.0711458333333338,488246.69499998
60,2,2,-0.31,13.59,0.47953125,0.500833333333334,492952.229999995
61,2,2,3.7,17.29,0.954791666666667,0.0385937500000005,497328.829999955
62,2,0,0.66,17.95,0.544635416666667,0.4878125,502633.254999993
63,2,0,1.02,18.97,0.668333333333333,0.364114583333333,507689.674999972
64,2,3,-3.22,15.75,0.0172916666666667,0.950052083333333,513179.795000004
65,2,1,-3.01,12.74,0.0303125,0.9565625,517920.824999979
66,2,2,-3.92,8.82,0.0954166666666667,0.963072916666667,522472.439999983
67,2,2,-0.74,8.08,0.5,0.5,526514.339999994
68,2,2,-3.77,4.31,0.069375,0.963072916666667,530843.404999992
69,2,3,1.37,5.68,0.61625,0.370625,535251.59499998
70,2,3,-3.13,2.55,0.04984375,0.943541666666667,539549.749999947
71,2,1,-0.5,2.05,0.2646875,0.754739583333333,543898.269999947
72,2,2,-3.62,-1.57,0.0563541666666667,0.9565625,548317.434999975
73,2,2,-1.23,-2.8,0.5,0.5,552379.090000002
74,2,2,3.61,0.810000000000002,0.648802083333333,0.305520833333334,557137.959999964
75,2,2,-3.93,-3.12,0.04984375,0.943541666666667,561625.384999963
76,2,0,1.25,-1.87,0.381875,0.650572916666667,566463.154999947
77,2,3,-1.08,-2.95,0.193072916666667,0.865416666666667,570737.199999974
78,2,1,3.77,0.820000000000002,0.622760416666667,0.46828125,575236.909999978
79,2,3,0.5,1.32,0.538125,0.494322916666667,580202.709999983
80,2,2,1.17,2.49,0.55765625,0.461770833333334,584711.67499997
81,2,0,-0.76,1.73,0.180052083333333,0.767760416666667,591683.014999959
82,2,1,1.15,2.88,0.609739583333333,0.526875,596245.019999973
83,2,0,-0.79,2.09,0.355833333333333,0.735208333333333,600903.859999962
84,2,3,3.28,5.37,0.642291666666667,0.370625,605096.049999993
85,2,3,1.33,6.7,0.590208333333333,0.338072916666667,609548.719999962
86,2,2,-0.55,6.15,0.407916666666667,0.4878125,613854.649999994
87,2,3,-3.91,2.24,0.0433333333333334,0.943541666666667,618468.62
88,2,3,0.72,2.96,0.603229166666667,0.513854166666667,623352.084999962
89,2,0,3.58,6.54,0.63578125,0.44875,627873.889999988
90,2,0,3.11,9.65,0.850625,0.142760416666667,632210.724999954
91,2,2,-3.04,6.61,0.199583333333333,0.81984375,637334.029999969
92,2,2,1.38,7.99,0.61625,0.455260416666667,642001.040000003
93,2,2,-1.24,6.75,0.40140625,0.572447916666667,646636.129999999
94,2,2,3.93,10.68,0.798541666666667,0.2534375,651035.759999999
95,2,3,1.23,11.91,0.707395833333333,0.318541666666667,655550.099999993
96,2,0,3.11,15.02,0.980833333333333,0.025572916666667,661029.979999992
97,2,1,0.89,15.91,0.629270833333333,0.377135416666667,665775.659999985
98,2,3,-0.67,15.24,0.414427083333333,0.539895833333333,670997.329999984
99,2,3,-3.88,11.36,0.0368229166666667,0.93703125,675544.995000004
100,2,2,-0.62,10.74,0.28421875,0.709166666666667,680125.319999992
101,2,1,0.55,11.29,0.538125,0.494322916666667,684494.249999989
102,2,3,0.83,12.12,0.59671875,0.455260416666667,688862.159999961
103,2,0,3.9,16.02,0.824583333333333,0.2534375,693737.924999965
104,2,0,-3.97,12.05,0.0368229166666667,0.943541666666667,698103.390000004
105,2,0,-1.31,10.74,0.349322916666667,0.689635416666667,703018.874999951
106,2,0,3.36,14.1,0.915729166666667,0.0906770833333336,708005.16999996
107,2,0,-0.94,13.16,0.512083333333333,0.396666666666667,712399.399999995
108,2,0,-1.04,12.12,0.258177083333333,0.865416666666667,720748.135000002
109,2,2,-1.02,11.1,0.726927083333333,0.969583333333333,725127.52499996
110,2,2,-0.58,10.52,0.700885416666667,0.950052083333333,729519.044999965
111,2,3,0.55,11.07,0.785520833333333,0.526875,734200.159999949
112,2,0,-0.77,10.3,0.603229166666667,0.839375,739074.189999956
113,2,2,-0.71,9.59,0.46,0.787291666666667,748053.669999994
114,2,2,-3.92,5.67,0.0823958333333334,0.9565625,752544.894999999
115,2,2,-3.38,2.29,0.04984375,0.97609375,757185.314999952
116,2,2,-1.47,0.82,0.01078125,0.995625,761707.314999949
117,2,2,3.44,4.26,0.720416666666667,0.266458333333334,766180.594999983
118,2,2,-2.67,1.59,0.40140625,0.85890625,770513.089999964
119,2,2,-3.59,-2,0.069375,0.943541666666667,775775.599999994
120,2,2,-1.41,-3.41,0.08890625,0.9175,783273.694999982
121,2,0,-3.18,-6.59,0.0172916666666667,0.982604166666667,789167.44499997
122,2,0,-1.42,-8.01,0.0628645833333334,0.930520833333333,793583.104999969
123,2,3,3.04,-4.97,0.726927083333333,0.325052083333334,798106.849999982
124,2,2,-3.2,-8.17,0.0563541666666667,0.943541666666667,802714.609999966
125,2,2,-0.91,-9.08,0.069375,0.930520833333333,808395.604999969
126,2,1,-0.71,-9.79,0.5,0.5,812607.599999988
127,2,1,-1.17,-10.96,0.0954166666666667,0.924010416666667,818183.235000004
128,2,3,0.54,-10.42,0.609739583333333,0.839375,822896.834999963
129,2,3,1.3,-9.12,0.642291666666667,0.552916666666667,827142.81999995
130,2,0,-0.77,-9.89,0.4209375,0.683125,831491.939999978
131,2,1,-1.39,-11.28,0.0628645833333334,0.930520833333333,835806.499999948
132,2,0,-0.65,-11.93,0.069375,0.910989583333333,840265.699999989
133,2,3,3.64,-8.29,0.538125,0.605,845764.209999994
134,2,2,0.52,-7.77,0.538125,0.7221875,850913.864999951
135,2,1,0.98,-6.79,0.551145833333333,0.513854166666667,855779.874999949
136,2,0,-3.19,-9.98,0.0368229166666667,0.950052083333333,860337.664999999
137,2,1,-1.5,-11.48,0.0563541666666667,0.930520833333333,865081.729999976
138,2,3,3.32,-8.16,0.661822916666667,0.494322916666667,869489.87999995
139,2,2,-3.77,-11.93,0.5,0.5,873510.045000003
140,2,2,3.29,-8.64,0.7725,0.520364583333333,878394.06999998
141,2,1,3.16,-5.48,0.75296875,0.35109375,883364.184999955
142,2,3,3.46,-2.02,0.818072916666667,0.15578125,887899.054999987
143,2,0,2.01,-0.00999999999999712,0.8115625,0.0451041666666671,893058.544999978
144,2,3,3.19,3.18,0.935260416666667,0.025572916666667,898493.734999967
145,2,0,-3.27,-0.0899999999999972,0.154010416666667,0.81984375,903764.889999991
146,2,0,1.43,1.34,0.512083333333333,0.578958333333333,908308.759999985
147,2,1,0.52,1.86,0.668333333333333,0.357604166666667,912793.674999964
148,2,1,3.47,5.33,0.818072916666667,0.129739583333334,917322.059999977
149,2,0,3.39,8.72,0.5,0.5,921523.244999989
150,2,0,0.62,9.34,0.648802083333333,0.39015625,926298.484999978
151,2,2,-2.81,6.53,0.316770833333333,0.696145833333334,930718.229999999
152,2,3,1.47,8,0.453489583333333,0.214375,935309.119999991
1,3,3,-0.71,2.29,0.0954166666666667,0.181822916666667,337851.994999917
2,3,1,3.06,5.35,0.902708333333333,0.0060416666666669,342939.279999933
3,3,2,3.42,8.77,0.980833333333333,0,349968.354999903
4,3,2,0.92,9.69,0.902708333333333,0.0776562500000004,356794.259999995
5,3,1,-2.5,7.19,0.08890625,0.201354166666667,362432.599999942
6,3,1,-3.94,3.25,0.0172916666666667,0.1753125,368543.074999936
7,3,1,0.78,4.03,0.433958333333333,0.0320833333333336,375197.319999919
8,3,1,3.81,7.84,0.876666666666667,0.0906770833333336,381104.044999927
9,3,2,-3.37,4.47,0.0172916666666667,0.279479166666667,385719.504999928
10,3,2,-3.81,0.66,0.0172916666666667,0.4878125,390386.599999969
11,3,2,3.32,3.98,0.896197916666667,0.0906770833333336,395902.069999953
12,3,1,3.65,7.63,0.98734375,0,402126.219999976
13,3,1,-3.1,4.53,0.00427083333333342,0.494322916666667,407299.119999981
14,3,2,-3.37,1.16,0.00427083333333342,0.591979166666667,412422.314999974
15,3,2,1.13,2.29,0.492552083333333,0.0971875000000004,417729.504999937
16,3,2,-3.82,-1.53,0.1084375,0.494322916666667,423181.519999984
17,3,2,-3.19,-4.72,0.0172916666666667,0.70265625,428680.914999917
18,3,2,-0.77,-5.49,0.00427083333333342,0.578958333333333,433932.769999956
19,3,2,3.82,-1.67,0.512083333333333,0.084166666666667,439052.969999961
20,3,2,-1.23,-2.9,0.0758854166666667,0.2925,444375.844999915
21,3,2,-3.45,-6.35,0.114947916666667,0.494322916666667,449719.539999962
22,3,2,3.9,-2.45,0.603229166666667,0.0971875000000004,454727.76499996
23,3,2,-0.84,-3.29,0.1084375,0.2925,459726.5799999
24,3,3,-0.62,-3.91,0.0954166666666667,0.39015625,465854.824999929
25,3,0,0.74,-3.17,0.694375,0.103697916666667,470696.675000014
26,3,1,3.77,0.599999999999999,0.8115625,0.0971875000000004,475676.759999944
27,3,0,3.47,4.07,0.694375,0.084166666666667,481567.500000005
28,3,1,-3.24,0.829999999999999,0.101927083333333,0.416197916666667,487145.599999931
29,3,3,3.21,4.04,0.993854166666667,0.0060416666666669,492307.434999966
30,3,1,1.07,5.11,0.980833333333333,0.0060416666666669,497567.884999909
31,3,2,-0.84,4.27,0.101927083333333,0.201354166666667,502231.33999994
32,3,2,1.47,5.74,0.59671875,0.0906770833333336,506970.119999954
33,3,1,4.26,10,0.9678125,0,511802.009999985
34,3,0,-3.35,6.65,0.101927083333333,0.396666666666667,516706.224999973
35,3,3,-0.43,6.22,0.101927083333333,0.299010416666667,521859.7899999
36,3,1,1.25,7.47,0.603229166666667,0.103697916666667,526790.954999975
37,3,0,1.51,8.98,0.603229166666667,0.103697916666667,531632.084999932
38,3,1,3.76,12.74,0.922239583333333,0.084166666666667,536497.364999959
39,3,2,0.55,13.29,0.87015625,0.110208333333334,541258.440000005
40,3,3,3.35,16.64,1,0,546434.879999957
41,3,2,-1.05,15.59,0.101927083333333,0.1753125,551480.969999917
42,3,1,0.92,16.51,0.818072916666667,0.084166666666667,556433.454999933
43,3,1,-3.09,13.42,0.0954166666666667,0.299010416666667,561528.289999929
44,3,1,-3.97,9.45,0.0954166666666667,0.396666666666667,566514.454999939
45,3,0,1.05,10.5,0.512083333333333,0.110208333333334,571595.67499999
46,3,3,3.02,13.52,0.818072916666667,0.084166666666667,576260.359999957
47,3,2,-3.83,9.69,0.0823958333333334,0.285989583333334,581041.239999933
48,3,1,-1.19,8.5,0.0954166666666667,0.3315625,586048.789999913
49,3,2,1.47,9.97,0.30375,0.084166666666667,591172.81499994
50,3,0,0.94,10.91,0.40140625,0.0971875000000004,596215.439999942
51,3,3,-3.89,7.02,0.0954166666666667,0.305520833333334,600964.219999965
52,3,1,3.53,10.55,0.603229166666667,0.110208333333334,606076.289999997
53,3,1,3.62,14.17,0.896197916666667,0.084166666666667,611626.304999925
54,3,2,3.78,17.95,0.883177083333333,0.0581250000000003,616999.68499993
55,3,3,-3.4,14.55,0.0954166666666667,0.279479166666667,622262.084999937
56,3,0,-3.69,10.86,0.0954166666666667,0.383645833333333,627479.519999935
57,3,1,-0.82,10.04,0.0954166666666667,0.299010416666667,632975.489999983
58,3,0,0.69,10.73,0.394895833333333,0.0906770833333336,638034.219999914
59,3,3,3.17,13.9,0.896197916666667,0.084166666666667,643069.009999977
60,3,2,-0.31,13.59,0.173541666666667,0.123229166666667,648143.809999921
61,3,3,3.7,17.29,0.90921875,0.084166666666667,653446.384999901
62,3,2,0.66,17.95,0.90921875,0.084166666666667,658435.654999921
63,3,1,1.02,18.97,0.902708333333333,0.0906770833333336,663412.389999954
64,3,0,-3.22,15.75,0.0954166666666667,0.188333333333334,668482.679999899
65,3,1,-3.01,12.74,0.101927083333333,0.285989583333334,673204.18999996
66,3,2,-3.92,8.82,0.101927083333333,0.383645833333333,679747.764999978
67,3,3,-0.74,8.08,0.0823958333333334,0.299010416666667,684803.239999921
68,3,1,-3.77,4.31,0.0823958333333334,0.891458333333333,689673.910000012
69,3,0,1.37,5.68,0.199583333333333,0.084166666666667,694248.404999962
70,3,2,-3.13,2.55,0.101927083333333,0.591979166666667,698896.349999937
71,3,3,-0.5,2.05,0.0954166666666667,0.39015625,704219.329999993
72,3,0,-3.62,-1.57,0.101927083333333,0.793802083333333,709120.84499991
73,3,1,-1.23,-2.8,0.0954166666666667,0.891458333333333,714062.854999909
74,3,2,3.61,0.810000000000002,0.902708333333333,0.084166666666667,719552.659999928
75,3,3,-3.93,-3.12,0.0954166666666667,0.8784375,724598.609999986
76,3,2,1.25,-1.87,0.915729166666667,0.084166666666667,730028.149999911
77,3,1,-1.08,-2.95,0.114947916666667,0.266458333333334,734834.724999964
78,3,0,3.77,0.820000000000002,0.694375,0.0971875000000004,740305.594999925
79,3,2,0.5,1.32,0.720416666666667,0.084166666666667,745124.494999996
80,3,3,1.17,2.49,0.8115625,0.0906770833333336,750764.074999955
81,3,1,-0.76,1.73,0.1084375,0.207864583333334,755890.614999924
82,3,0,1.15,2.88,0.407916666666667,0.0906770833333336,761360.104999971
83,3,3,-0.79,2.09,0.069375,0.188333333333334,766601.254999987
84,3,1,3.28,5.37,0.896197916666667,0.0971875000000004,771004.239999922
85,3,0,1.33,6.7,0.531614583333333,0.11671875,776054.379999987
86,3,2,-0.55,6.15,0.121458333333333,0.110208333333334,781329.924999969
87,3,1,-3.91,2.24,0.1084375,0.27296875,785924.980000011
88,3,3,0.72,2.96,0.388385416666667,0.084166666666667,790720.189999905
89,3,0,3.58,6.54,0.622760416666667,0.084166666666667,795770.834999974
90,3,1,3.11,9.65,0.798541666666667,0.0906770833333336,800649.11499992
91,3,2,-3.04,6.61,0.1084375,0.188333333333334,805498.734999914
92,3,3,1.38,7.99,0.525104166666667,0.0971875000000004,810123.855000013
93,3,1,-1.24,6.75,0.0954166666666667,0.1753125,814666.564999963
94,3,0,3.93,10.68,0.798541666666667,0.110208333333334,819139.444999979
95,3,3,1.23,11.91,0.700885416666667,0.103697916666667,824015.679999953
96,3,2,3.11,15.02,0.8115625,0.0906770833333336,829433.864999912
97,3,1,0.89,15.91,0.505572916666667,0.0971875000000004,835638.379999902
98,3,3,-0.67,15.24,0.0954166666666667,0.142760416666667,840410.879999981
99,3,1,-3.88,11.36,0.08890625,0.383645833333333,845031.480000005
100,3,1,-0.62,10.74,0.101927083333333,0.168802083333334,849917.464999948
101,3,0,0.55,11.29,0.30375,0.110208333333334,855106.719999923
102,3,2,0.83,12.12,0.46,0.0971875000000004,859777.289999998
103,3,3,3.9,16.02,0.805052083333333,0.084166666666667,864482.309999992
104,3,2,-3.97,12.05,0.0954166666666667,0.318541666666667,869117.514999933
105,3,1,-1.31,10.74,0.0954166666666667,0.305520833333334,873960.250000004
106,3,2,3.36,14.1,0.694375,0.103697916666667,878771.254999912
107,3,3,-0.94,13.16,0.0758854166666667,0.11671875,883690.829999978
108,3,0,-1.04,12.12,0.0954166666666667,0.240416666666667,888567.869999912
109,3,1,-1.02,11.1,0.101927083333333,0.285989583333334,893437.404999975
110,3,2,-0.58,10.52,0.0954166666666667,0.299010416666667,898692.790000001
111,3,3,0.55,11.07,0.310260416666667,0.084166666666667,903304.539999925
112,3,1,-0.77,10.3,0.0954166666666667,0.103697916666667,909130.194999976
113,3,2,-0.71,9.59,0.121458333333333,0.0906770833333336,914200.829999987
114,3,3,-3.92,5.67,0.1084375,0.285989583333334,919436.814999906
115,3,0,-3.38,2.29,0.0823958333333334,0.676614583333333,924121.899999911
116,3,1,-1.47,0.82,0.0954166666666667,0.696145833333334,928812.269999995
117,3,2,3.44,4.26,0.486041666666667,0.084166666666667,934996.954999981
118,3,3,-2.67,1.59,0.101927083333333,0.598489583333334,939855.08499993
119,3,1,-3.59,-2,0.5,0.5,944233.649999951
120,3,1,-1.41,-3.41,0.0954166666666667,0.89796875,950259.569999995
121,3,0,-3.18,-6.59,0.101927083333333,0.891458333333333,955258.524999954
122,3,2,-1.42,-8.01,0.0954166666666667,0.891458333333333,960131.979999947
123,3,3,3.04,-4.97,0.739947916666667,0.084166666666667,964866.384999943
124,3,2,-3.2,-8.17,0.1084375,0.422708333333333,969921.714999946
125,3,3,-0.91,-9.08,0.1084375,0.58546875,975070.079999976
126,3,1,-0.71,-9.79,0.101927083333333,0.89796875,979976.159999962
127,3,0,-1.17,-10.96,0.0172916666666667,0.982604166666667,985159.589999937
128,3,1,0.54,-10.42,0.375364583333333,0.0971875000000004,989752.570000011
129,3,2,1.3,-9.12,0.394895833333333,0.0971875000000004,994610.604999936
130,3,3,-0.77,-9.89,0.0954166666666667,0.299010416666667,999904.459999991
131,3,2,-1.39,-11.28,0.0954166666666667,0.2925,1005035.52999999
132,3,1,-0.65,-11.93,0.101927083333333,0.793802083333333,1010216.96499991
133,3,0,3.64,-8.29,0.902708333333333,0.084166666666667,1014785.12499994
134,3,1,0.52,-7.77,0.798541666666667,0.0646354166666669,1019801.24499998
135,3,2,0.98,-6.79,0.798541666666667,0.084166666666667,1025144.11999995
136,3,1,-3.19,-9.98,0.1084375,0.8784375,1030654.0199999
137,3,0,-1.5,-11.48,0.01078125,0.97609375,1035169.94499997
138,3,3,3.32,-8.16,0.902708333333333,0.0646354166666669,1040267.64999994
139,3,2,-3.77,-11.93,0.00427083333333342,0.982604166666667,1045348.78999996
140,3,1,3.29,-8.64,0.90921875,0.103697916666667,1050004.48
141,3,0,3.16,-5.48,0.902708333333333,0.084166666666667,1054777.26
142,3,3,3.46,-2.02,0.92875,0.0971875000000004,1060371.21000001
143,3,1,2.01,-0.00999999999999712,0.993854166666667,0,1065455.13499994
144,3,2,3.19,3.18,0.993854166666667,0.0060416666666669,1070475.53499998
145,3,3,-3.27,-0.0899999999999972,0.0954166666666667,0.39015625,1074991.76
146,3,1,1.43,1.34,0.902708333333333,0.0906770833333336,1079857.45999997
147,3,2,0.52,1.86,0.720416666666667,0.084166666666667,1084681.66499992
148,3,3,3.47,5.33,0.915729166666667,0.0906770833333336,1089570.45
149,3,1,3.39,8.72,1,0.0060416666666669,1094613.14499995
150,3,0,0.62,9.34,0.980833333333333,0.0125520833333338,1099506.88
151,3,3,-2.81,6.53,0.0954166666666667,0.299010416666667,1104244.19
152,3,2,1.47,8,0.707395833333333,0.0776562500000004,1108935.49499998
1,4,3,-0.71,2.29,0.0797916666666668,0.685729166666667,254509.405000135
2,4,2,3.06,5.35,1,0.0190624999999998,260064.389999956
3,4,1,3.42,8.77,0.980833333333333,0.0138541666666667,264851.530000102
